id,c3,year,gini_reported,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp_ppp_pc_usd2011,population,revision,quality,quality_score,source,source_detailed,source_comments,survey
4245,DEU,2001,30.1,8.06,13.24,17.36,23.01,38.28,3.05,5.01,6.13,7.11,8.12,9.24,10.6,12.41,15.01,23.27,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,12899,11186.6,Euro,Year,1.11751,,,37698,81535848,New 2007,High,13,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4246,DEU,2001,24,9.82,14.87,18.55,22.85,33.86,3.98,5.84,6.97,7.9,8.84,9.71,10.67,12.18,14.02,19.84,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,East Germany,All,All,EU,OECD,High income,11054.4,10247.8,Euro,Year,1.11751,,,37698,81535848,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4247,DEU,2001,31,7.73,12.96,17.31,23.22,38.72,2.87,4.86,5.96,7,8.06,9.25,10.67,12.55,15.2,23.52,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,West Germany,All,All,EU,OECD,High income,13313.8,11517,Euro,Year,1.11751,,,37698,81535848,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4248,DEU,2002,30,8.54,13.14,17.07,22.59,38.67,3.39,5.15,6.12,7.02,7.98,9.09,10.41,12.18,14.85,23.82,1.32,14.55,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,13136,11150,Euro,Year,1.062551667,,,37663,81611868,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4249,DEU,2002,27.1,8.99,14.2,17.9,22.6,36.3,3.51,5.48,6.65,7.55,8.51,9.39,10.61,11.99,14.11,22.19,1.36,13.54,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,20062,17973,Euro,Year,1.062551667,,,37663,81611868,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4250,DEU,2002,35.4,7.13,11.86,15.9,22.02,43.08,2.7,4.43,5.46,6.4,7.35,8.55,10.01,12.01,15.69,27.39,1.03,17.08,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,18138,14325,Euro,Year,1.062551667,,,37663,81611868,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4251,DEU,2002,33.2,7.14,12.49,17,22.86,40.51,2.74,4.4,5.65,6.84,7.89,9.11,10.52,12.34,15.08,25.43,1.05,15.87,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,27776,23464,Euro,Year,1.062551667,,,37663,81611868,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4252,DEU,2002,29,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,,,,,1.062551667,,,37663,81611868,,Average,11,Eurostat,European Commission 2005,,
4253,DEU,2002,28,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,1.062551667,,,37663,81611868,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4254,DEU,2002,31.7,7.7,12.77,16.97,22.95,39.55,2.88,4.82,5.9,6.87,7.89,9.08,10.54,12.41,15.29,24.26,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,13336,11274,Euro,Year,1.062551667,,,37663,81611868,New 2007,High,13,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4255,DEU,2002,25.1,9.37,14.65,18.39,23.05,34.49,3.73,5.64,6.77,7.88,8.71,9.68,10.81,12.24,14.17,20.32,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,East Germany,All,All,EU,OECD,High income,11243.4,10316.8,Euro,Year,1.062551667,,,37663,81611868,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4256,DEU,2002,32.6,7.4,12.47,16.88,23.17,40.03,2.73,4.67,5.74,6.73,7.8,9.08,10.59,12.58,15.49,24.54,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,West Germany,All,All,EU,OECD,High income,13799.8,11608.6,Euro,Year,1.062551667,,,37663,81611868,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4257,DEU,2003,30,8.53,13.24,17.07,22.29,38.86,3.38,5.15,6.18,7.06,8,9.07,10.27,12.02,14.82,24.04,1.3,14.85,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,13211,11257,Euro,Year,0.886034167,,,37361,81686495,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4258,DEU,2003,27.2,9.03,14.19,17.96,22.37,36.45,3.52,5.51,6.59,7.6,8.51,9.45,10.53,11.84,14.01,22.44,1.36,13.84,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,20117,18073,Euro,Year,0.886034167,,,37361,81686495,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4259,DEU,2003,35.8,7.05,11.87,15.83,21.71,43.53,2.65,4.4,5.47,6.4,7.36,8.47,9.85,11.86,15.42,28.11,1,17.83,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,18307,14452,Euro,Year,0.886034167,,,37361,81686495,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4260,DEU,2003,33.7,7.1,12.29,16.96,22.63,41.01,2.69,4.41,5.6,6.69,7.88,9.08,10.42,12.21,14.99,26.02,1.04,16.49,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,27946,23674,Euro,Year,0.886034167,,,37361,81686495,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4261,DEU,2003,28,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,,,,,0.886034167,,,37361,81686495,,Average,11,Eurostat,European Commission 2005,,
4262,DEU,2003,28.2,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.886034167,,,37361,81686495,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4263,DEU,2003,31.4,7.72,12.89,17.09,23.05,39.19,2.88,4.84,5.94,6.95,7.97,9.12,10.6,12.45,15.16,24.03,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,13748.4,11735.6,Euro,Year,0.886034167,,,37361,81686495,New 2007,High,13,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4264,DEU,2003,25.7,9.15,14.52,18.46,22.94,34.89,3.55,5.6,6.76,7.76,8.75,9.71,10.77,12.17,14.11,20.78,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,East Germany,All,All,EU,OECD,High income,11726.8,10817.8,Euro,Year,0.886034167,,,37361,81686495,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4265,DEU,2003,32.1,7.46,12.61,17,23.31,39.57,2.76,4.7,5.83,6.78,7.89,9.11,10.7,12.61,15.32,24.25,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,West Germany,All,All,EU,OECD,High income,14192.2,11990.8,Euro,Year,0.886034167,,,37361,81686495,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4266,DEU,2004,30.5,8.46,13.09,16.91,22.4,39.14,3.35,5.11,6.1,6.99,7.9,9.01,10.3,12.1,14.86,24.28,1.35,14.99,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,13565,11468,Euro,Year,0.805365,,,37785,81715659,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4267,DEU,2004,27.6,8.98,14.05,17.81,22.36,36.8,3.58,5.4,6.53,7.52,8.44,9.37,10.41,11.95,14.17,22.63,1.43,13.9,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,20571,18274,Euro,Year,0.805365,,,37785,81715659,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4268,DEU,2004,35.7,7.08,11.84,15.8,21.81,43.46,2.68,4.4,5.45,6.39,7.35,8.45,9.87,11.94,15.62,27.84,1.05,17.48,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,18383,14495,Euro,Year,0.805365,,,37785,81715659,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4269,DEU,2004,33.6,7.17,12.24,16.94,22.63,41.03,2.8,4.37,5.56,6.68,7.87,9.07,10.35,12.28,15.21,25.82,1.1,16.14,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,27963,23655,Euro,Year,0.805365,,,37785,81715659,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4270,DEU,2004,28,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,,,,,0.805365,,,37785,81715659,New 2007,High,11,Eurostat,European Commission 2006,,
4271,DEU,2004,28.5,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,20725,18218,"Local currency units, at current prices",Year,0.805365,,,37785,81715659,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4272,DEU,2004,49.9,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.805365,,,37785,81715659,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4273,DEU,2004,30.44,8.47,13.1,16.92,22.4,39.12,3.38,5.09,6.11,6.99,7.91,9.01,10.3,12.1,14.88,24.24,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,18592.2,15729.24,US$2011PPP,Year,0.805365,18592,15729,37785,81715659,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
4274,DEU,2004,31.1,7.7,13.02,17.21,22.96,39.06,2.87,4.83,5.97,7.05,8.06,9.15,10.58,12.38,15.28,23.78,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,13870,11911.8,Euro,Year,0.805365,,,37785,81715659,New 2007,High,13,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4275,DEU,2004,26.1,8.87,14.35,18.56,23.28,34.89,3.4,5.47,6.66,7.69,8.77,9.79,10.9,12.38,14.28,20.61,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,East Germany,All,All,EU,OECD,High income,11644.2,10738.6,Euro,Year,0.805365,,,37785,81715659,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4276,DEU,2004,31.7,7.5,12.83,17.11,23.07,39.44,2.79,4.71,5.9,6.93,7.98,9.13,10.6,12.47,15.5,23.94,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Part,West Germany,All,All,EU,OECD,High income,14355.4,12224.6,Euro,Year,0.805365,,,37785,81715659,New 2007,High,12,Research study,"German Institute for Economic Research, DIW Berlin 2005",,German Socio-Economic Panel (SOEP)
4277,DEU,2005,32.1,8.07,12.65,16.68,22.11,40.48,3.21,4.86,5.88,6.77,7.78,8.9,10.16,11.95,14.91,25.57,1.27,16.03,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,13873,11570,Euro,Year,0.80412,,,38072,81671234,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4278,DEU,2005,29.3,8.58,13.58,17.45,22.26,38.13,3.37,5.21,6.31,7.27,8.24,9.21,10.36,11.9,14.23,23.9,1.33,15.04,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,20909,18282,Euro,Year,0.80412,,,38072,81671234,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4279,DEU,2005,37.1,6.78,11.46,15.6,21.7,44.46,2.55,4.23,5.25,6.21,7.21,8.39,9.8,11.9,15.58,28.88,0.99,18.45,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,18643,14499,Euro,Year,0.80412,,,38072,81671234,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4280,DEU,2005,35.1,6.87,11.88,16.56,22.56,42.12,2.64,4.23,5.39,6.49,7.67,8.89,10.32,12.24,15.16,26.96,1.04,17.2,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,28204,23258,Euro,Year,0.80412,,,38072,81671234,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4281,DEU,2005,26.1,9.5,14.6,18,22.1,35.9,3.7,5.7,6.8,7.7,8.6,9.4,10.4,11.7,13.8,22.1,1.4,13.6,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,18214,16393,Euro,Year,0.80412,,,38072,81671234,New 2018,High,13,Eurostat,Eurostat 2018,,
4282,DEU,2005,29.7,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.80412,,,38072,81671234,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4283,DEU,2006,31.4,8.27,12.79,16.74,22.3,39.91,3.31,4.96,5.96,6.83,7.82,8.92,10.25,12.05,14.99,24.92,1.35,15.53,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,14161,11864,Euro,Year,0.797140833,,,39545,81540353,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4284,DEU,2006,28.8,8.65,13.75,17.48,22.41,37.72,3.43,5.22,6.4,7.35,8.24,9.24,10.44,11.97,14.37,23.35,1.36,14.5,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,21365,18573,Euro,Year,0.797140833,,,39545,81540353,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4285,DEU,2006,36.2,6.92,11.67,15.71,21.93,43.77,2.65,4.27,5.35,6.32,7.29,8.42,9.92,12.01,15.67,28.1,1.06,17.73,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,19078,14941,Euro,Year,0.797140833,,,39545,81540353,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4286,DEU,2006,34.4,6.95,12.05,16.72,22.84,41.45,2.69,4.26,5.47,6.58,7.74,8.98,10.47,12.37,15.22,26.23,1.06,16.5,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,28905,24013,Euro,Year,0.797140833,,,39545,81540353,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4287,DEU,2006,26.8,8.9,14.7,18.1,22.2,36,3.1,5.7,6.9,7.8,8.6,9.5,10.5,11.8,13.9,22.1,1.2,13.6,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,17283,15663,Euro,Year,0.797140833,,,39545,81540353,New 2018,High,13,Eurostat,Eurostat 2018,,
4288,DEU,2006,29,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.797140833,,,39545,81540353,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4289,DEU,2006,31.32,8.31,12.79,16.73,22.33,39.84,3.36,4.95,5.96,6.83,7.82,8.91,10.26,12.07,14.96,24.88,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,18828.48,15791.04,US$2011PPP,Year,0.797140833,18828,15791,39545,81540353,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
4290,DEU,2007,31.4,8.29,12.89,16.75,22.1,39.98,3.35,4.94,5.99,6.9,7.85,8.9,10.17,11.93,14.67,25.31,1.34,15.95,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,14673,12268,Euro,Year,0.7306375,,,40932,81344457,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4291,DEU,2007,29.1,8.67,13.59,17.49,22.33,37.92,3.45,5.22,6.31,7.28,8.24,9.25,10.46,11.87,14.14,23.78,1.37,14.99,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,22070,19276,Euro,Year,0.7306375,,,40932,81344457,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4292,DEU,2007,36.2,6.99,11.69,15.83,21.67,43.82,2.72,4.27,5.34,6.35,7.36,8.47,9.83,11.84,15.33,28.49,1.07,18.28,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,19776,15600,Euro,Year,0.7306375,,,40932,81344457,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4293,DEU,2007,34.6,7.02,11.89,16.71,22.69,41.7,2.73,4.29,5.4,6.49,7.71,9,10.39,12.3,15,26.7,1.08,17.09,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,29893,24813,Euro,Year,0.7306375,,,40932,81344457,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4294,DEU,2007,30.4,7.8,13.7,17.5,22.5,38.5,2.6,5.2,6.4,7.3,8.3,9.2,10.5,12,14.4,24.1,0.9,15.2,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,20270,17777,Euro,Year,0.7306375,,,40932,81344457,New 2018,High,13,Eurostat,Eurostat 2018,,
4295,DEU,2007,29.5,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.7306375,,,40932,81344457,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4296,DEU,2007,31.33,8.34,12.88,16.76,22.09,39.93,3.39,4.95,5.98,6.9,7.85,8.91,10.16,11.93,14.69,25.24,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,19076.04,15987.6,US$2011PPP,Year,0.7306375,19076,15988,40932,81344457,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
4297,DEU,2008,31,8.39,12.86,16.84,22.29,39.63,3.36,5.03,5.99,6.87,7.88,8.96,10.29,12,14.81,24.82,1.35,15.57,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,15016,12542,Euro,Year,0.682674711,,,41484,81130944,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4298,DEU,2008,28.9,8.65,13.66,17.5,22.42,37.77,3.42,5.23,6.36,7.3,8.18,9.32,10.47,11.95,14.29,23.48,1.37,14.65,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,22562,19703,Euro,Year,0.682674711,,,41484,81130944,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4299,DEU,2008,35.9,7.07,11.7,15.76,21.98,43.49,2.73,4.34,5.38,6.32,7.31,8.45,9.96,12.02,15.58,27.91,1.06,17.75,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,20284,15975,Euro,Year,0.682674711,,,41484,81130944,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4300,DEU,2008,34.4,7.02,12.01,16.65,22.85,41.47,2.7,4.32,5.47,6.54,7.64,9.01,10.47,12.38,15.12,26.35,1.06,16.71,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,30591,25398,Euro,Year,0.682674711,,,41484,81130944,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4301,DEU,2008,30.2,8.1,13.6,17.4,22.3,38.6,3,5.1,6.3,7.2,8.2,9.2,10.4,11.9,14.3,24.3,1.1,15.5,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,EU,OECD,High income,21086,18309,Euro,Year,0.682674711,,,41484,81130944,New 2018,High,13,Eurostat,Eurostat 2018,,
4302,DEU,2008,28.5,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,22099,19419,"Local currency units, at current prices",Year,0.682674711,,,41484,81130944,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4303,DEU,2008,34,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.682674711,,,41484,81130944,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4304,DEU,2008,49.4,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.682674711,,,41484,81130944,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4305,DEU,2009,30.5,8.31,13.07,17.03,22.57,39.01,3.3,5.01,6.04,7.03,7.99,9.04,10.38,12.19,14.83,24.18,1.33,15.01,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,EU,OECD,High income,15074,12834,Euro,Year,0.71984336,,,39233,80965612,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4306,DEU,2009,28.5,8.62,13.65,17.8,22.7,37.23,3.43,5.19,6.31,7.34,8.35,9.45,10.56,12.14,14.37,22.86,1.37,14.02,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,EU,OECD,High income,22602,20122,Euro,Year,0.71984336,,,39233,80965612,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
